candidate_id,previous_period,period,provider,provider_name,code_a,code_b,before_a,after_a,change_a,before_b,after_b,change_b,absolute_change_ratio,paired_net_change,target_code,target_change_share_national_pct,classification,disposition,evidence_file,author_disposition,event,adjacent_total,cause,source_file,official_evidence_url,name_before,name_after
RC473,2025-01,2025-02,RWJ,STOCKPORT NHS FOUNDATION TRUST,C_130,C_430,1822.0,1753.0,-69.0,76.0,115.0,39.0,0.5652173913043478,-30.0,C_130,0.0118476291863769,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC474,2025-06,2025-07,RVJ,NORTH BRISTOL NHS TRUST,C_320,X06,1989.0,1943.0,-46.0,98.0,159.0,61.0,0.7540983606557377,15.0,C_320,0.0118466324659538,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC475,2024-12,2025-01,NVC07,FULWOOD HALL HOSPITAL,C_110,C_400,2639.0,2739.0,100.0,113.0,51.0,-62.0,0.62,38.0,C_110,0.0117929673818315,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC476,2025-01,2025-02,NEY,PIONEER HEALTHCARE LIMITED,C_100,C_130,472.0,424.0,-48.0,90.0,136.0,46.0,0.9583333333333334,-2.0,C_100,0.0117750956726523,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC477,2024-11,2024-12,NT347,SPIRE FYLDE COAST HOSPITAL,C_120,X05,140.0,214.0,74.0,156.0,76.0,-80.0,0.925,-6.0,C_120,0.0116832205271027,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC478,2024-10,2024-11,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,C_110,X05,2254.0,2155.0,-99.0,81.0,138.0,57.0,0.5757575757575758,-42.0,C_110,0.0115942028985507,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC479,2025-08,2025-09,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,C_320,X04,232.0,277.0,45.0,77.0,15.0,-62.0,0.7258064516129032,-17.0,C_320,0.0115843832216942,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC480,2024-03,2024-04,NT347,SPIRE FYLDE COAST HOSPITAL,C_101,C_400,172.0,146.0,-26.0,0.0,27.0,27.0,0.9629629629629628,1.0,C_400,0.0115325966709237,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC481,2024-03,2024-04,NT347,SPIRE FYLDE COAST HOSPITAL,C_400,X05,0.0,27.0,27.0,47.0,21.0,-26.0,0.9629629629629628,1.0,C_400,0.0115325966709237,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC482,2024-03,2024-04,NT347,SPIRE FYLDE COAST HOSPITAL,C_400,C_502,0.0,27.0,27.0,257.0,226.0,-31.0,0.8709677419354839,-4.0,C_400,0.0115325966709237,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC483,2024-03,2024-04,NT347,SPIRE FYLDE COAST HOSPITAL,C_150,C_400,141.0,106.0,-35.0,0.0,27.0,27.0,0.7714285714285715,-8.0,C_400,0.0115325966709237,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC484,2024-11,2024-12,RH5,SOMERSET NHS FOUNDATION TRUST,C_100,C_300,2077.0,2030.0,-47.0,30.0,56.0,26.0,0.5531914893617021,-21.0,C_100,0.0115201725574783,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC485,2024-05,2024-06,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,C_300,C_301,34.0,9.0,-25.0,4302.0,4347.0,45.0,0.5555555555555556,20.0,C_301,0.0115094518175982,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC486,2026-01,2026-02,NEY,PIONEER HEALTHCARE LIMITED,C_100,C_400,94.0,138.0,44.0,30.0,7.0,-23.0,0.5227272727272727,21.0,C_100,0.0114286011132496,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC487,2026-01,2026-02,NEY,PIONEER HEALTHCARE LIMITED,C_100,C_120,94.0,138.0,44.0,45.0,1.0,-44.0,1.0,0.0,C_100,0.0114286011132496,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC488,2024-01,2024-02,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,C_100,C_300,2403.0,2355.0,-48.0,44.0,68.0,24.0,0.5,-24.0,C_100,0.0113769417832408,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC489,2025-11,2025-12,R1F,ISLE OF WIGHT NHS TRUST,C_110,X04,2607.0,2511.0,-96.0,21.0,73.0,52.0,0.5416666666666666,-44.0,C_110,0.0113696118698747,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC490,2024-12,2025-01,RKE,WHITTINGTON HEALTH NHS TRUST,C_110,C_160,2591.0,2495.0,-96.0,27.0,185.0,158.0,0.6075949367088608,62.0,C_110,0.0113212486865582,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC491,2025-08,2025-09,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,C_110,C_300,6212.0,6115.0,-97.0,10.0,126.0,116.0,0.8362068965517241,19.0,C_110,0.0112677365208249,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC492,2024-08,2024-09,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,C_120,X03,4479.0,4551.0,72.0,44.0,3.0,-41.0,0.5694444444444444,31.0,C_120,0.0112505801080368,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC493,2025-05,2025-06,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,C_110,C_320,2840.0,2745.0,-95.0,184.0,323.0,139.0,0.6834532374100719,44.0,C_110,0.0111981290873171,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC494,2025-06,2025-07,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,C_130,C_300,2721.0,2786.0,65.0,48.0,6.0,-42.0,0.6461538461538462,23.0,C_130,0.0110993666530628,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC495,2026-01,2026-02,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,C_120,C_300,4017.0,4082.0,65.0,72.0,3.0,-69.0,0.9420289855072465,-4.0,C_120,0.0110850753955666,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC496,2024-01,2024-02,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,C_101,C_110,49.0,104.0,55.0,1071.0,978.0,-93.0,0.5913978494623656,-38.0,C_110,0.0110404889155865,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC497,2025-08,2025-09,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,C_130,C_300,2814.0,2749.0,-65.0,10.0,126.0,116.0,0.5603448275862069,51.0,C_130,0.0110203299656335,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC498,2025-09,2025-10,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_301,C_430,1252.0,1210.0,-42.0,55.0,90.0,35.0,0.8333333333333334,-7.0,C_301,0.0109818851190227,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC499,2024-02,2024-03,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_320,C_430,1750.0,1794.0,44.0,60.0,12.0,-48.0,0.9166666666666666,-4.0,C_320,0.0108560487930047,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC500,2025-09,2025-10,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_400,X06,598.0,622.0,24.0,34.0,6.0,-28.0,0.8571428571428571,-4.0,C_400,0.0108305692817978,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC501,2026-01,2026-02,NEY,PIONEER HEALTHCARE LIMITED,C_400,X05,30.0,7.0,-23.0,23.0,60.0,37.0,0.6216216216216216,14.0,C_400,0.0107694540823254,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC502,2026-03,2026-04,NT316,SPIRE HARPENDEN HOSPITAL,C_100,X05,119.0,160.0,41.0,86.0,21.0,-65.0,0.6307692307692307,-24.0,C_100,0.0107383815949377,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC503,2024-10,2024-11,RWJ,STOCKPORT NHS FOUNDATION TRUST,C_300,C_301,3.0,49.0,46.0,3512.0,3470.0,-42.0,0.9130434782608696,4.0,C_301,0.0106922465937557,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC504,2026-02,2026-03,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_400,X03,215.0,193.0,-22.0,9.0,20.0,11.0,0.5,-11.0,C_400,0.0106802338000271,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC505,2024-04,2024-05,ADP02,KIMS HOSPITAL (NEWNHAM COURT),C_100,X02,165.0,120.0,-45.0,5.0,63.0,58.0,0.7758620689655172,13.0,C_100,0.0106313862146358,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC506,2025-01,2025-02,NEY,PIONEER HEALTHCARE LIMITED,C_110,C_130,280.0,191.0,-89.0,90.0,136.0,46.0,0.5168539325842697,-43.0,C_110,0.010573838659855,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC507,2025-01,2025-02,NEY,PIONEER HEALTHCARE LIMITED,C_110,C_120,280.0,191.0,-89.0,131.0,259.0,128.0,0.6953125,39.0,C_110,0.010573838659855,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC508,2025-12,2026-01,R1F,ISLE OF WIGHT NHS TRUST,C_130,X04,2335.0,2398.0,63.0,73.0,17.0,-56.0,0.8888888888888888,7.0,C_130,0.0105592196233878,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC509,2025-01,2025-02,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,C_100,C_340,32.0,75.0,43.0,1216.0,1182.0,-34.0,0.7906976744186046,9.0,C_100,0.010548523206751,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC510,2025-01,2025-02,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,C_100,C_160,32.0,75.0,43.0,222.0,180.0,-42.0,0.9767441860465116,1.0,C_100,0.010548523206751,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC511,2025-12,2026-01,NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",C_110,X02,562.0,474.0,-88.0,0.0,60.0,60.0,0.6818181818181818,-28.0,C_110,0.0105167048295576,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC512,2024-01,2024-02,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,C_140,C_301,80.0,0.0,-80.0,1097.0,1138.0,41.0,0.5125,-39.0,C_301,0.0105007043155333,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC513,2024-09,2024-10,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,C_130,C_340,2101.0,2039.0,-62.0,0.0,57.0,57.0,0.9193548387096774,-5.0,C_130,0.0104404875370889,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC514,2024-08,2024-09,NVC23,WOODLAND HOSPITAL,C_100,C_301,411.0,368.0,-43.0,4.0,27.0,23.0,0.5348837209302325,-20.0,C_100,0.0103913679148391,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC515,2026-02,2026-03,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_100,C_170,54.0,93.0,39.0,431.0,403.0,-28.0,0.717948717948718,11.0,C_100,0.0103667159307184,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC516,2026-02,2026-03,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_100,C_140,54.0,93.0,39.0,2579.0,2513.0,-66.0,0.5909090909090909,-27.0,C_100,0.0103667159307184,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC517,2026-02,2026-03,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_100,C_410,54.0,93.0,39.0,669.0,604.0,-65.0,0.6,-26.0,C_100,0.0103667159307184,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC518,2026-02,2026-03,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_100,C_430,54.0,93.0,39.0,210.0,170.0,-40.0,0.975,-1.0,C_100,0.0103667159307184,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC519,2026-02,2026-03,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_100,C_502,54.0,93.0,39.0,3523.0,3451.0,-72.0,0.5416666666666666,-33.0,C_100,0.0103667159307184,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC520,2026-02,2026-03,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_100,C_340,54.0,93.0,39.0,1297.0,1242.0,-55.0,0.7090909090909091,-16.0,C_100,0.0103667159307184,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC521,2026-02,2026-03,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_100,X06,54.0,93.0,39.0,325.0,296.0,-29.0,0.7435897435897436,10.0,C_100,0.0103667159307184,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC522,2026-03,2026-04,NTPH5,PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH,C_110,C_130,1253.0,1338.0,85.0,101.0,40.0,-61.0,0.7176470588235294,24.0,C_110,0.0103664731185156,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC523,2025-12,2026-01,AAH,TETBURY HOSPITAL TRUST LTD,C_100,C_130,89.0,49.0,-40.0,70.0,134.0,64.0,0.625,24.0,C_100,0.0103608690696975,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC524,2025-01,2025-02,NWF01,BENENDEN HOSPITAL,C_130,C_502,275.0,215.0,-60.0,21.0,68.0,47.0,0.7833333333333333,-13.0,C_130,0.0103022862490234,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC525,2025-08,2025-09,NT337,SPIRE LIVERPOOL HOSPITAL,C_160,C_301,124.0,103.0,-21.0,72.0,111.0,39.0,0.5384615384615384,18.0,C_301,0.0102739996680707,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC526,2026-04,2026-05,NT316,SPIRE HARPENDEN HOSPITAL,C_100,X05,160.0,121.0,-39.0,21.0,66.0,45.0,0.8666666666666667,6.0,C_100,0.0102228851078776,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC527,2024-02,2024-03,RJN,EAST CHESHIRE NHS TRUST,C_100,X06,1527.0,1570.0,43.0,26.0,0.0,-26.0,0.6046511627906976,17.0,C_100,0.0102058011672588,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC528,2025-09,2025-10,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,C_140,C_301,25.0,0.0,-25.0,1892.0,1931.0,39.0,0.6410256410256411,14.0,C_301,0.0101974647533782,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC529,2025-12,2026-01,NT315,SPIRE BUSHEY HOSPITAL,C_101,C_301,46.0,22.0,-24.0,1.0,40.0,39.0,0.6153846153846154,15.0,C_301,0.0101825815193978,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC530,2025-07,2025-08,R1F,ISLE OF WIGHT NHS TRUST,C_301,C_430,798.0,760.0,-38.0,11.0,33.0,22.0,0.5789473684210527,-16.0,C_301,0.0100643855825028,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC531,2025-03,2025-04,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,C_120,C_140,6917.0,6981.0,64.0,62.0,22.0,-40.0,0.625,24.0,C_120,0.0100169975927902,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC532,2025-01,2025-02,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_300,C_400,27.0,5.0,-22.0,579.0,602.0,23.0,0.9565217391304348,1.0,C_400,0.01000979218801,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC533,2024-10,2024-11,RVJ,NORTH BRISTOL NHS TRUST,C_110,C_430,5510.0,5425.0,-85.0,124.0,214.0,90.0,0.9444444444444444,5.0,C_110,0.0099546186502708,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC534,2024-11,2024-12,NT339,SPIRE REGENCY HOSPITAL,C_120,X05,73.0,136.0,63.0,178.0,120.0,-58.0,0.9206349206349206,5.0,C_120,0.0099465255838847,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC535,2025-09,2025-10,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_400,X06,2481.0,2459.0,-22.0,52.0,83.0,31.0,0.7096774193548387,9.0,C_400,0.009928021841648,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC536,2024-01,2024-02,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,C_120,C_300,7173.0,7111.0,-62.0,57.0,96.0,39.0,0.6290322580645161,-23.0,C_120,0.0098746555815694,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC537,2024-12,2025-01,NT435,SHELBURNE HOSPITAL,C_301,X06,39.0,0.0,-39.0,1.0,23.0,22.0,0.5641025641025641,-17.0,C_301,0.0098519180926686,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC538,2024-12,2025-01,NT435,SHELBURNE HOSPITAL,C_301,C_502,39.0,0.0,-39.0,0.0,20.0,20.0,0.5128205128205128,-19.0,C_301,0.0098519180926686,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC539,2026-02,2026-03,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_100,C_300,1823.0,1860.0,37.0,116.0,53.0,-63.0,0.5873015873015873,-26.0,C_100,0.0098350894727328,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
RC540,2024-11,2024-12,NT435,SHELBURNE HOSPITAL,C_301,C_502,0.0,39.0,39.0,27.0,0.0,-27.0,0.6923076923076923,12.0,C_301,0.0098325442086314,possible recoding or service mix change; cause unconfirmed,caveat; preserve reported codes,anomaly_recoding_candidates.csv,Reviewed; retain reported codes. Candidate association does not prove pathway transfer; specialty-comparability caveat added.,,,,,,,
